TGs,Potential_TFs,Predicted_TFBS,match_score
LY6K,HOXB2,-,4.45846043167965
PARP10,HOXB2,-,4.45422736660265
NFIB,HOXB2,-,4.02740960413979
LINC00484,HOXB2,-,4.45422736660265
PHYHD1,HOXB2,-,4.02740960413979
PAK3,HOXB2,-,4.07443370093616
SLC2A5,HOXB4,-,4.34956137704365
MDS2,HOXB4,-,4.7483147908398
PPT1,HOXB4,-,4.37791386201437
PPIH,HOXB4,-,4.7483147908398
NTNG1,HOXB4,-,5.34947327907872
SYT6,HOXB4,-,4.53758465446097
CD1E,HOXB4,-,4.52321942336302
KIAA1614-AS1,HOXB4,-,4.53758465446097
EXO1,HOXB4,-,4.37853720260146
FAM107B,HOXB4,-,5.14706820463594
PIP4K2A,HOXB4,-,4.36160139046469
ITGB1-DT,HOXB4,-,4.33517958001819
ENTPD1-AS1,HOXB4,-,5.14706820463594
STIM1,HOXB4,-,4.35558111856732
CAT,HOXB4,-,4.34956137704365
CD44,HOXB4,-,4.34956137704365
FIBP,HOXB4,-,4.37791386201437
MRGPRF-AS1,HOXB4,-,4.37791386201437
MYO7A,HOXB4,-,4.35558111856732
SIAE,HOXB4,-,4.7483147908398
CD9,HOXB4,-,4.34956137704365
CD27-AS1,HOXB4,-,4.7256244978058
MGP,HOXB4,-,4.37853720260146
ST8SIA1,HOXB4,-,4.53758465446097
KIF21A,HOXB4,-,4.52321942336302
HOTAIR,HOXB4,-,4.37853720260146
RNF41,HOXB4,-,4.37791386201437
RAB21,HOXB4,-,4.34956137704365
CORO1C,HOXB4,-,4.34956137704365
LINC00327,HOXB4,-,4.35558111856732
HMGB1,HOXB4,-,4.37853720260146
CDC16,HOXB4,-,5.34947327907872
DDHD1,HOXB4,-,4.7483147908398
ARID4A,HOXB4,-,4.40626884500138
FBLN5,HOXB4,-,4.36160139046469
SERPINA1,HOXB4,-,4.33517958001819
CCDC9B,HOXB4,-,4.33517958001819
AP3B2,HOXB4,-,4.7483147908398
ANPEP,HOXB4,-,4.36160139046469
CHSY1,HOXB4,-,4.35558111856732
USP7,HOXB4,-,4.37853720260146
ITGAL,HOXB4,-,4.33517958001819
MYLK3,HOXB4,-,4.35558111856732
CARMIL2,HOXB4,-,4.37853720260146
TERF2,HOXB4,-,4.33517958001819
SENP3,HOXB4,-,4.37791386201437
MPRIP,HOXB4,-,4.33517958001819
LYRM9,HOXB4,-,4.53758465446097
PIPOX,HOXB4,-,4.7256244978058
NSRP1,HOXB4,-,4.52321942336302
HSPB9,HOXB4,-,4.34956137704365
AMZ2,HOXB4,-,4.36160139046469
WBP2,HOXB4,-,4.36160139046469
SEC14L1,HOXB4,-,4.40751558109544
HGS,HOXB4,-,4.35558111856732
RAB31,HOXB4,-,4.36160139046469
MBP,HOXB4,-,5.14706820463594
PLPP2,HOXB4,-,4.35558111856732
RFXANK,HOXB4,-,4.33517958001819
ARHGAP33,HOXB4,-,4.7483147908398
LIN7B,HOXB4,-,5.34947327907872
LILRB1,HOXB4,-,4.7256244978058
SNTG2,HOXB4,-,4.40751558109544
DTNB,HOXB4,-,4.7483147908398
SLC8A1,HOXB4,-,4.35558111856732
XPO1,HOXB4,-,4.52321942336302
ELMOD3,HOXB4,-,4.34956137704365
FHL2,HOXB4,-,4.34956137704365
PAX8-AS1,HOXB4,-,4.34956137704365
RBMS1,HOXB4,-,5.14706820463594
TBR1,HOXB4,-,4.37791386201437
DPP4,HOXB4,-,4.35558111856732
METTL8,HOXB4,-,4.34956137704365
ABCB6,HOXB4,-,4.34956137704365
BLCAP,HOXB4,-,4.35558111856732
LINC00189,HOXB4,-,4.52321942336302
POFUT2,HOXB4,-,4.34956137704365
TUG1,HOXB4,-,4.53758465446097
DMC1,HOXB4,-,4.34956137704365
MOV10L1,HOXB4,-,4.35558111856732
HDAC10,HOXB4,-,4.33517958001819
PPARG,HOXB4,-,4.7483147908398
STAC,HOXB4,-,4.35558111856732
LRRFIP2,HOXB4,-,4.35558111856732
DCBLD2,HOXB4,-,4.37853720260146
BBX,HOXB4,-,4.53758465446097
EIF4G1,HOXB4,-,4.37853720260146
RFC4,HOXB4,-,4.37791386201437
ADD1,HOXB4,-,4.7256244978058
LAP3,HOXB4,-,4.35558111856732
CNOT6L,HOXB4,-,4.7483147908398
HNRNPD,HOXB4,-,4.35558111856732
RAPGEF2,HOXB4,-,5.14706820463594
TRIO,HOXB4,-,4.37791386201437
PDE4D,HOXB4,-,4.7483147908398
LINC01843,HOXB4,-,4.7256244978058
CXXC5,HOXB4,-,4.53758465446097
IK,HOXB4,-,4.37791386201437
PSMB9,HOXB4,-,4.40751558109544
BRD2,HOXB4,-,4.34956137704365
PRDM1,HOXB4,-,4.35558111856732
HDAC2-AS2,HOXB4,-,4.33517958001819
TMEM244,HOXB4,-,4.37853720260146
LINC01010,HOXB4,-,4.7483147908398
RAC1,HOXB4,-,4.35558111856732
RHBDD2,HOXB4,-,4.37853720260146
NFE4,HOXB4,-,4.35558111856732
PRKAR2B,HOXB4,-,4.53758465446097
DNAJB9,HOXB4,-,4.7256244978058
TSPAN12,HOXB4,-,4.37853720260146
NCAPG2,HOXB4,-,4.53758465446097
TRMT9B,HOXB4,-,4.33517958001819
LINC02099,HOXB4,-,5.34947327907872
SARAF,HOXB4,-,4.7483147908398
GPAT4,HOXB4,-,4.40626884500138
ANGPT1,HOXB4,-,5.34947327907872
RNF139,HOXB4,-,4.37853720260146
KHDRBS3,HOXB4,-,4.33517958001819
PARP10,HOXB4,-,4.34956137704365
VLDLR,HOXB4,-,4.37853720260146
PCA3,HOXB4,-,4.35558111856732
SLC25A25,HOXB4,-,4.40626884500138
NUP214,HOXB4,-,4.37853720260146
MED12,HOXB4,-,4.40751558109544
PAK3,HOXB4,-,4.37791386201437
PRKCZ,HOXB4,-,4.7256244978058
SLC2A5,HOXB4,-,4.35558111856732
SRM,HOXB4,-,4.37853720260146
PADI2,HOXB4,-,4.33517958001819
TEX46,HOXB4,-,4.36160139046469
ZNF436-AS1,HOXB4,-,4.33517958001819
MDS2,HOXB4,-,4.40751558109544
PTAFR,HOXB4,-,4.34956137704365
PPM1J,HOXB4,-,4.53758465446097
CSDE1,HOXB4,-,4.34956137704365
IL19,HOXB4,-,5.34947327907872
C4BPA,HOXB4,-,4.37853720260146
SDCCAG8,HOXB4,-,4.34956137704365
PIP4K2A,HOXB4,-,4.37791386201437
OAT,HOXB4,-,4.35558111856732
RIC8A,HOXB4,-,4.33517958001819
UEVLD,HOXB4,-,4.35558111856732
WT1-AS,HOXB4,-,4.37791386201437
CAT,HOXB4,-,4.7483147908398
CD44,HOXB4,-,4.35558111856732
FIBP,HOXB4,-,4.40751558109544
NARS2,HOXB4,-,4.7483147908398
ATM,HOXB4,-,4.35558111856732
DIXDC1,HOXB4,-,4.34956137704365
TMPRSS4,HOXB4,-,4.36160139046469
SIAE,HOXB4,-,4.37791386201437
CD9,HOXB4,-,4.35558111856732
KLRK1,HOXB4,-,5.14706820463594
PRR4,HOXB4,-,4.35558111856732
KIF21A,HOXB4,-,4.36160139046469
KMT2D,HOXB4,-,4.34956137704365
RNF41,HOXB4,-,4.37791386201437
R3HDM2,HOXB4,-,4.53758465446097
TAFA2,HOXB4,-,4.33517958001819
WSCD2,HOXB4,-,4.37791386201437
TMEM116,HOXB4,-,4.53758465446097
OASL,HOXB4,-,4.7483147908398
NYNRIN,HOXB4,-,4.35558111856732
CDKL1,HOXB4,-,4.40751558109544
SLC38A6,HOXB4,-,4.33517958001819
FOXN3,HOXB4,-,4.7483147908398
CCDC32,HOXB4,-,4.36160139046469
RORA,HOXB4,-,4.36160139046469
FSD2,HOXB4,-,4.40751558109544
MYLK3,HOXB4,-,4.33517958001819
COX4I1,HOXB4,-,4.33517958001819
NSRP1,HOXB4,-,4.37853720260146
NF1,HOXB4,-,4.40751558109544
MYO1D,HOXB4,-,4.53758465446097
AKAP1,HOXB4,-,4.36160139046469
SRSF1,HOXB4,-,4.33517958001819
SMARCD2,HOXB4,-,4.33517958001819
AMZ2,HOXB4,-,4.33517958001819
CYBC1,HOXB4,-,4.33517958001819
TGIF1,HOXB4,-,4.35558111856732
RAB31,HOXB4,-,4.53758465446097
RNMT,HOXB4,-,5.14706820463594
KATNAL2,HOXB4,-,4.53758465446097
CLEC4G,HOXB4,-,4.53758465446097
ELOF1,HOXB4,-,4.33517958001819
GIPC1,HOXB4,-,4.37853720260146
PIK3R2,HOXB4,-,4.35558111856732
BORCS8,HOXB4,-,4.36160139046469
CD22,HOXB4,-,4.40751558109544
LINC01766,HOXB4,-,4.37853720260146
NPHS1,HOXB4,-,4.37853720260146
PIH1D1,HOXB4,-,4.37791386201437
TARM1,HOXB4,-,4.37791386201437
SSC5D,HOXB4,-,4.35558111856732
DTNB,HOXB4,-,4.33517958001819
STPG4,HOXB4,-,4.37791386201437
XPO1,HOXB4,-,5.34947327907872
AAK1,HOXB4,-,5.34947327907872
PCBP1-AS1,HOXB4,-,4.40751558109544
DPP4,HOXB4,-,4.37853720260146
ITPRID2,HOXB4,-,4.37853720260146
DOCK10,HOXB4,-,4.37853720260146
SPTLC3,HOXB4,-,4.33517958001819
RBM39,HOXB4,-,4.7256244978058
PLCG1,HOXB4,-,4.34956137704365
RIPPLY3,HOXB4,-,4.33517958001819
CHKB,HOXB4,-,4.7256244978058
RABL2B,HOXB4,-,4.34956137704365
GADL1,HOXB4,-,4.35558111856732
FBXL2,HOXB4,-,4.37791386201437
LRRFIP2,HOXB4,-,4.53758465446097
ARHGEF3,HOXB4,-,5.14706820463594
UBA3,HOXB4,-,4.40626884500138
BBX,HOXB4,-,4.7256244978058
MYH15,HOXB4,-,4.52321942336302
MECOM,HOXB4,-,4.7483147908398
ADD1,HOXB4,-,4.35558111856732
SCARB2,HOXB4,-,4.34956137704365
HNRNPD,HOXB4,-,4.34956137704365
LINC01091,HOXB4,-,4.33517958001819
SPOCK3,HOXB4,-,4.37791386201437
HAND2-AS1,HOXB4,-,4.34956137704365
SLC1A3,HOXB4,-,4.7483147908398
LINC01843,HOXB4,-,4.36160139046469
HNRNPH1,HOXB4,-,4.33517958001819
ELOVL2-AS1,HOXB4,-,4.53758465446097
LINC00240,HOXB4,-,4.37791386201437
BRD2,HOXB4,-,4.37791386201437
FRS3,HOXB4,-,4.7483147908398
TMEM244,HOXB4,-,4.33517958001819
RAC1,HOXB4,-,4.37853720260146
JAZF1,HOXB4,-,4.37791386201437
ASNS,HOXB4,-,5.14706820463594
NFE4,HOXB4,-,5.34947327907872
NUB1,HOXB4,-,4.37791386201437
PTK2B,HOXB4,-,4.37853720260146
ZHX2,HOXB4,-,4.35558111856732
FAM83A,HOXB4,-,4.37853720260146
PARP10,HOXB4,-,4.33517958001819
VLDLR,HOXB4,-,4.35558111856732
NFIB,HOXB4,-,4.34956137704365
STOML2,HOXB4,-,4.37853720260146
CTSL,HOXB4,-,4.34956137704365
LINC00484,HOXB4,-,4.33517958001819
FGD3,HOXB4,-,4.34956137704365
CCDC22,HOXB4,-,4.35558111856732
TEX46,IKZF1,-,6.17426823460454
PPIH,IKZF1,-,5.68895849360736
PRKACB,IKZF1,-,6.17802322599553
LINC01138,IKZF1,-,6.3010220903396
KCNMA1,IKZF1,-,6.41623621643404
SERPING1,IKZF1,-,6.40845147818442
FOXN3,IKZF1,-,6.20000366340624
CIAO3,IKZF1,-,6.45671685533209
BCAR1,IKZF1,-,6.17426823460454
BANP,IKZF1,-,6.40845147818442
TMEM102,IKZF1,-,6.17930541817782
KAT2A,IKZF1,-,5.7784371909001
TMEM92,IKZF1,-,6.45671685533209
RAB31,IKZF1,-,6.18470894237462
SNTG2,IKZF1,-,5.70974832399165
SP140,IKZF1,-,6.17628310803385
BLCAP,IKZF1,-,6.28994028647837
CABIN1,IKZF1,-,5.7784371909001
KIAA0930,IKZF1,-,6.36137670806316
METTL6,IKZF1,-,5.70974832399165
SCN11A,IKZF1,-,6.34525772062864
CASR,IKZF1,-,6.17170385023995
PRKG2,IKZF1,-,6.3267575191413
ETNPPL,IKZF1,-,5.69362933655713
MATR3,IKZF1,-,5.69362933655713
SPATS1,IKZF1,-,6.13626039491519
RUNX2,IKZF1,-,6.36137670806316
HDAC2-AS2,IKZF1,-,6.1818698025424
CROT,IKZF1,-,5.72357768252922
FGD3,IKZF1,-,5.7784371909001
ALDOB,IKZF1,-,6.41623621643404
TCEAL5,IKZF1,-,6.17628310803385
CDK11A,IKZF1,-,5.69362933655713
PTAFR,IKZF1,-,6.3010220903396
ATP1A1,IKZF1,-,5.7784371909001
LNCAROD,IKZF1,-,6.45671685533209
ADD3,IKZF1,-,6.36137670806316
STIM1,IKZF1,-,6.16584240026377
LRRC32,IKZF1,-,6.17802322599553
SIAE,IKZF1,-,6.17802322599553
ETV6,IKZF1,-,6.17930541817782
TMEM116,IKZF1,-,6.20000366340624
NOVA1,IKZF1,-,6.28994028647837
SLC38A6,IKZF1,-,5.70974832399165
EWSAT1,IKZF1,-,6.3010220903396
ATXN2L,IKZF1,-,6.45671685533209
PLA2G15,IKZF1,-,6.16584240026377
PMFBP1,IKZF1,-,6.1818698025424
EZH1,IKZF1,-,6.44288749679452
MBP,IKZF1,-,6.41623621643404
COLGALT1,IKZF1,-,6.20000366340624
SNTG2,IKZF1,-,7.09451588086603
CYTOR,IKZF1,-,6.28994028647837
MYO7B,IKZF1,-,5.76460783236253
SMPD4,IKZF1,-,6.20000366340624
CD200,IKZF1,-,6.28994028647837
EIF2B5,IKZF1,-,6.40845147818442
IL31RA,IKZF1,-,6.44288749679452
PDE4D,IKZF1,-,5.70974832399165
STK10,IKZF1,-,5.76460783236253
RNF8,IKZF1,-,6.44288749679452
FRS3,IKZF1,-,5.68895849360736
HOTAIRM1,IKZF1,-,5.70974832399165
AUTS2,IKZF1,-,6.20000366340624
CLU,IKZF1,-,6.34525772062864
NAMA,IKZF1,-,5.72357768252922
KCNB1,IRF2,-,10.640625
EML1,IRF2,-,9.9375
ERBB2,IRF2,-,9.390625
SLC23A2,IRF2,-,9.46875
MSI1,IRF4,-,11.0926859407567
MSI1,IRF7,-,8.6843047422617
KCNB1,IRF7,-,9.37093352449511
KIAA0930,IRF7,-,9.04764887992654
ETV5,IRF7,-,8.59545475026526
TMEM244,IRF7,-,8.5799321898168
DNAJB9,IRF7,-,8.60595898728964
GSC,IRF7,-,8.98658132097271
EML1,IRF7,-,8.94066721595517
LIAS,IRF7,-,8.639771747137
MSI1,IRF8,-,10.6000265222337
GSC,IRF8,-,9.76096830760713
USP7,JDP2,-,7.38112698442559
PCBP1-AS1,JDP2,-,7.36981433384403
CXXC5,JDP2,-,8.22201107918326
PRDM1,JDP2,-,7.37423959711228
SERPING1,JDP2,-,8.19499422234821
DPEP2NB,JDP2,-,7.36118785069702
DACT3,JDP2,-,7.36767396092926
OTOF,JDP2,-,8.34375937539823
SRM,KLF11,-,6.65084818064472
PLPPR5,KLF11,-,6.72867146355062
SYT6,KLF11,-,7.50528043115902
KNDC1,KLF11,-,7.46850868511598
BAD,KLF11,-,7.39090231904474
BTG4,KLF11,-,6.75422297083027
SIAE,KLF11,-,7.20569441277201
PTHLH,KLF11,-,6.6745259986468
GALNT9,KLF11,-,6.77991142690571
TMEM102,KLF11,-,7.10223501672408
ERBB2,KLF11,-,7.25464294514702
SPATA20,KLF11,-,6.95855267053622
PYCR1,KLF11,-,7.20299622798076
DUS1L,KLF11,-,6.72647680666728
ZBTB7C,KLF11,-,6.65712396508947
CRB3,KLF11,-,6.6652845603215
ELOF1,KLF11,-,7.71879268068235
TM6SF2,KLF11,-,7.46850868511598
MEIS1,KLF11,-,6.8536245318925
ANKRD23,KLF11,-,7.19587913552578
PNKD,KLF11,-,6.60301490041986
KIF1A,KLF11,-,7.04196596927942
MIR1-1HG,KLF11,-,7.77222730092077
LINC00649,KLF11,-,6.75422297083027
CDC45,KLF11,-,6.72571707669702
BRD1,KLF11,-,7.17285065060189
WDFY3-AS2,KLF11,-,6.67951182661318
SLC1A3,KLF11,-,6.75403288077255
CCNJL,KLF11,-,7.46850868511598
PPP2R5D,KLF11,-,6.6789691623487
RCAN2,KLF11,-,6.64398002729715
CCZ1B,KLF11,-,6.6157597578192
DTX2,KLF11,-,6.87979363463344
PTK2B,KLF11,-,6.82161213855233
STOML2,KLF11,-,6.63830743305438
NLGN3,KLF11,-,6.790404562559
L1CAM,KLF11,-,7.50528043115902
MMP23B,KLF11,-,6.7754682632038
NTNG1,KLF11,-,7.24338677984436
THEM5,KLF11,-,6.91556855588786
LEMD1,KLF11,-,6.9543019439597
HHAT,KLF11,-,8.24627766107591
GALNT9,KLF11,-,6.71124668846695
PRKD1,KLF11,-,6.6157597578192
ONECUT1,KLF11,-,6.98853134904099
CARHSP1,KLF11,-,6.6857915396324
DOC2A,KLF11,-,6.64990508912785
ZC3H18,KLF11,-,7.51000627042473
TCF4,KLF11,-,6.96764763544344
POLRMT,KLF11,-,6.7981270890769
CRB3,KLF11,-,6.75422297083027
MAN2B1,KLF11,-,6.7981270890769
NPHS1,KLF11,-,6.78739119080136
ANKRD23,KLF11,-,6.86798877388818
KIF1A,KLF11,-,6.77472995014117
SULT4A1,KLF11,-,7.46850868511598
MOV10L1,KLF11,-,6.72924499631335
HDAC10,KLF11,-,6.80173061514885
CLCN2,KLF11,-,6.72722230582259
ANKDD1B,KLF11,-,7.11297091499963
LINC01843,KLF11,-,6.77501909951766
DDR1,KLF11,-,6.72812891080968
ICA1,KLF11,-,6.7981270890769
GRB10,KLF11,-,7.46249862610616
AGAP3,KLF11,-,6.63756501416164
LCN8,KLF11,-,7.01496530427174
MEIS2,KLF13,-,10.6827412058648
MAN2B1,KLF13,-,10.9369429537086
PRKCZ,KLF2,-,5.23573125225177
SRM,KLF2,-,5.54879666141336
SLC30A2,KLF2,-,5.29106918093311
PLPPR5,KLF2,-,5.44584565025081
SYT6,KLF2,-,5.98521999940253
LRRC71,KLF2,-,5.52451558904022
KIAA1614-AS1,KLF2,-,5.23573125225177
SHTN1,KLF2,-,5.83079832024665
KNDC1,KLF2,-,6.21896814809929
RIC8A,KLF2,-,5.4551823484686
SLC22A18,KLF2,-,5.25232417260575
BAD,KLF2,-,5.96767554107633
BTG4,KLF2,-,5.97843732144737
SIAE,KLF2,-,5.52304925935619
PTHLH,KLF2,-,5.64173816158806
HRK,KLF2,-,5.30754334726788
MSI1,KLF2,-,5.42160947028716
GALNT9,KLF2,-,5.53348856226641
ITPK1,KLF2,-,5.52451558904022
LINC00239,KLF2,-,5.52451558904022
EXOC3L4,KLF2,-,5.23573125225177
ATP10A,KLF2,-,5.69643566261408
CARHSP1,KLF2,-,5.67530528621691
GRIN2A,KLF2,-,5.53348856226641
CNEP1R1,KLF2,-,6.07132914689857
ABR,KLF2,-,5.23573125225177
TMEM102,KLF2,-,5.98521999940253
ARHGAP44,KLF2,-,5.32549111572664
RHBDL3,KLF2,-,5.42160947028716
ERBB2,KLF2,-,5.97843732144737
MAP3K14,KLF2,-,5.52451558904022
NFE2L1,KLF2,-,5.55383792633549
TMEM92,KLF2,-,5.42160947028716
SPATA20,KLF2,-,5.34219204442857
NUP85,KLF2,-,5.54110850939421
MYO15B,KLF2,-,5.29106918093311
ENDOV,KLF2,-,6.07132914689857
PYCR1,KLF2,-,5.52451558904022
DUS1L,KLF2,-,5.29295773561449
ZBTB7C,KLF2,-,5.59348465145153
POLRMT,KLF2,-,5.97843732144737
POLRMT,KLF2,-,5.83079832024665
MAP2K2,KLF2,-,5.96408962300536
CRB3,KLF2,-,5.54879666141336
ELOF1,KLF2,-,6.26722165823582
MAN2B1,KLF2,-,5.97843732144737
TM6SF2,KLF2,-,6.21896814809929
PEPD,KLF2,-,5.96767554107633
LINC01766,KLF2,-,5.28929343284499
ARHGAP33,KLF2,-,5.44514305559112
EML2,KLF2,-,5.54110850939421
MEIS1,KLF2,-,5.48696169227036
ANKRD23,KLF2,-,5.57807776963345
PNKD,KLF2,-,5.34219204442857
KIF1A,KLF2,-,6.21896814809929
MIR1-1HG,KLF2,-,6.50775248488774
LINC00649,KLF2,-,5.67530528621691
ERG,KLF2,-,5.83079832024665
CDC45,KLF2,-,5.28251843270427
BRD1,KLF2,-,6.50775248488774
PLSCR4,KLF2,-,5.2839847623883
CTBP1-AS,KLF2,-,5.23573125225177
HTRA3,KLF2,-,5.41589779797799
RUFY3,KLF2,-,5.50343585860513
WDFY3-AS2,KLF2,-,5.28720546666396
SLC1A3,KLF2,-,5.60209143647202
LIFR-AS1,KLF2,-,6.21896814809929
CXXC5,KLF2,-,5.52451558904022
DIAPH1,KLF2,-,5.97843732144737
CCNJL,KLF2,-,6.21896814809929
STK10,KLF2,-,5.70468213476645
LINC00240,KLF2,-,5.21465152181668
NOTCH4,KLF2,-,5.97843732144737
PPP2R5D,KLF2,-,5.29295773561449
RCAN2,KLF2,-,5.35691234444266
CCZ1B,KLF2,-,5.55383792633549
DTX2,KLF2,-,5.84262226312394
GNG11,KLF2,-,5.23573125225177
PVT1,KLF2,-,5.64173816158806
ST3GAL1,KLF2,-,5.67530528621691
STOML2,KLF2,-,5.28929343284499
FAM225B,KLF2,-,5.52451558904022
ASB9,KLF2,-,5.4551823484686
TSPAN7,KLF2,-,5.52766628501619
EDA2R,KLF2,-,5.23573125225177
NLGN3,KLF2,-,5.40619892513477
PNCK,KLF2,-,5.32549111572664
L1CAM,KLF2,-,5.98521999940253
MMP23B,KLF2,-,5.60075321145592
FOXJ3,KLF2,-,5.50343585860513
ARTN,KLF2,-,5.52451558904022
NTNG1,KLF2,-,5.57807776963345
NOTCH2NLA,KLF2,-,5.23895195652743
THEM5,KLF2,-,5.50343585860513
LEMD1,KLF2,-,5.55383792633549
HHAT,KLF2,-,6.50775248488774
MARK1,KLF2,-,5.2839847623883
RGS7,KLF2,-,5.3821852582962
DDX21,KLF2,-,5.27494573440299
ANXA11,KLF2,-,5.24470422547796
VWA2,KLF2,-,5.35691234444266
KNDC1,KLF2,-,5.23573125225177
UEVLD,KLF2,-,5.67530528621691
PTHLH,KLF2,-,5.32549111572664
HRK,KLF2,-,5.97843732144737
GALNT9,KLF2,-,6.21896814809929
MYCBP2-AS1,KLF2,-,5.71039380707561
PRKD1,KLF2,-,5.54879666141336
PAPLN,KLF2,-,5.31330709968357
GSC,KLF2,-,5.29106918093311
EXOC3L4,KLF2,-,5.2839847623883
ONECUT1,KLF2,-,5.97843732144737
CARHSP1,KLF2,-,5.74396668525705
GSG1L,KLF2,-,5.55383792633549
DOC2A,KLF2,-,5.44514305559112
HAS3,KLF2,-,5.30754334726788
TERF2,KLF2,-,5.54110850939421
COX4I1,KLF2,-,6.07132914689857
ZC3H18,KLF2,-,6.50775248488774
ACSF3,KLF2,-,5.52773629331588
WDR81,KLF2,-,5.33620527008695
RAP1GAP2,KLF2,-,5.52451558904022
DVL2,KLF2,-,5.23573125225177
ARHGAP44,KLF2,-,5.26825879677728
MLLT6,KLF2,-,5.60209143647202
FMNL1,KLF2,-,5.25232417260575
ARHGAP27,KLF2,-,5.52451558904022
ENDOV,KLF2,-,5.97843732144737
POLRMT,KLF2,-,6.21896814809929
CACTIN,KLF2,-,5.53348856226641
CHAF1A,KLF2,-,5.52451558904022
CRB3,KLF2,-,5.67530528621691
MAN2B1,KLF2,-,6.21896814809929
RFX1,KLF2,-,5.97843732144737
TPM4,KLF2,-,5.33620527008695
PEPD,KLF2,-,5.52451558904022
NPHS1,KLF2,-,5.98521999940253
ALKAL2,KLF2,-,5.52766628501619
ANKRD23,KLF2,-,5.28795175995042
FHL2,KLF2,-,5.52451558904022
TNS1,KLF2,-,5.42401267919394
KIF1A,KLF2,-,5.96408962300536
SLCO4A1,KLF2,-,5.29295773561449
CDC45,KLF2,-,5.33620527008695
SULT4A1,KLF2,-,6.21896814809929
MOV10L1,KLF2,-,6.07132914689857
HDAC10,KLF2,-,5.67530528621691
ACOX2,KLF2,-,5.52451558904022
ABTB1,KLF2,-,5.23573125225177
DZIP1L,KLF2,-,6.26722165823582
CLCN2,KLF2,-,5.96408962300536
GAK,KLF2,-,5.29106918093311
GAK,KLF2,-,5.96408962300536
FAM149A,KLF2,-,5.40619892513477
CTNND2,KLF2,-,5.23573125225177
ANKDD1B,KLF2,-,6.21896814809929
LINC01843,KLF2,-,5.69643566261408
DDR1,KLF2,-,5.59348465145153
PTK7,KLF2,-,5.97843732144737
RCAN2,KLF2,-,5.29106918093311
TMEM184A,KLF2,-,5.42401267919394
CCZ1B,KLF2,-,5.4551823484686
ICA1,KLF2,-,6.21896814809929
GRB10,KLF2,-,6.50775248488774
RHBDD2,KLF2,-,5.48696169227036
ASNS,KLF2,-,5.54110850939421
AGAP3,KLF2,-,5.52982425949691
XKR5,KLF2,-,5.55383792633549
TRMT9B,KLF2,-,5.40516585457919
KHDRBS3,KLF2,-,5.67530528621691
PGM5P3-AS1,KLF2,-,5.23426492256773
TJP2,KLF2,-,5.97843732144737
PHYHD1,KLF2,-,5.46986298042369
LCN8,KLF2,-,6.50775248488774
EHMT1,KLF2,-,5.28795175995042
ASB9,KLF2,-,5.84262226312394
NLGN3,KLF2,-,5.25232417260575
PNCK,KLF2,-,6.07132914689857
L1CAM,KLF2,-,5.52304925935619
SHTN1,KLF3,-,6.85836007993044
KNDC1,KLF3,-,7.70813991974022
SLC22A18,KLF3,-,6.81678130604248
BAD,KLF3,-,7.70165150426535
GALNT9,KLF3,-,7.30111447518152
ITPK1,KLF3,-,6.8690376723758
ATP10A,KLF3,-,6.97553133134003
CCDC154,KLF3,-,6.85024442791789
GRIN2A,KLF3,-,6.89565021247588
CNEP1R1,KLF3,-,7.6537395640571
TMEM102,KLF3,-,7.00519338996193
ERBB2,KLF3,-,6.96790496501231
NUP85,KLF3,-,6.99339557632924
ENDOV,KLF3,-,7.6537395640571
PYCR1,KLF3,-,6.96864037317839
POLRMT,KLF3,-,6.8005530917463
CRB3,KLF3,-,6.77862641605543
TM6SF2,KLF3,-,7.30267565703459
PEPD,KLF3,-,7.29137958316188
EML2,KLF3,-,6.99339557632924
KIF1A,KLF3,-,6.86691312461419
MIR1-1HG,KLF3,-,7.33678536771987
BRD1,KLF3,-,7.45379931600442
CTBP1-AS,KLF3,-,6.97743252129199
SLC1A3,KLF3,-,6.77001642536813
LIFR-AS1,KLF3,-,7.29786799863675
NRG2,KLF3,-,7.14309000991414
CCNJL,KLF3,-,6.86691312461419
STK10,KLF3,-,6.91034955757809
TSPAN7,KLF3,-,6.79207857398495
NLGN3,KLF3,-,6.78160480281996
ARTN,KLF3,-,6.96864037317839
HHAT,KLF3,-,7.88475419002698
MARK1,KLF3,-,6.85673284339276
MYRF,KLF3,-,7.14309000991414
GALNT9,KLF3,-,7.70813991974022
MYCBP2-AS1,KLF3,-,6.94219004607189
PSEN1,KLF3,-,6.86522517742474
TERF2,KLF3,-,7.07809314774658
COX4I1,KLF3,-,7.6537395640571
ZC3H18,KLF3,-,7.88475419002698
ACSF3,KLF3,-,6.89012979242554
DVL2,KLF3,-,6.83492796169052
ARHGAP44,KLF3,-,7.08960685271168
ARHGAP27,KLF3,-,6.96864037317839
POLRMT,KLF3,-,7.70165150426535
FZR1,KLF3,-,7.19079952711087
CHAF1A,KLF3,-,7.00709457991389
PNPLA6,KLF3,-,6.75503699469047
MAN2B1,KLF3,-,7.70813991974022
RFX1,KLF3,-,6.91276043561356
NPHS1,KLF3,-,7.00964104202532
SULT4A1,KLF3,-,7.15536343903527
MOV10L1,KLF3,-,7.62824895274017
CLCN2,KLF3,-,7.02754085201822
GAK,KLF3,-,7.4378127731217
CTNND2,KLF3,-,6.83492796169052
ANKDD1B,KLF3,-,7.30267565703459
RCAN2,KLF3,-,6.83492796169052
TMEM184A,KLF3,-,6.84443816625659
ICA1,KLF3,-,7.8506444793417
